source,page,text
c7_QA_system.pdf,1,QA System
c7_QA_system.pdf,2,What is QA System?
c7_QA_system.pdf,3,"Question Answering (QA)
QA = 使用者輸入問題，系統自動從資料中找到正確答案。常見 QA 系統分類：
●
按答案形式分類
○
抽取式 QA（Extractive）
■
在給定上下文中抽取一段文字為答案
■
SQuAD
範例問題：When was Apple 
founded?
範例回答：1976
模型行為 / 回答來源：模型預測答
案的開始與結束位置（token 
span）"
c7_QA_system.pdf,4,"Question Answering (QA)
QA = 使用者輸入問題，系統自動從資料中找到正確答案。常見 QA 系統分類：
●
按答案形式分類
○
抽取式 QA（Extractive）
■
在給定上下文中抽取一段文字為答案
■
SQuAD
○
生成式 QA（Generative）
■
重組上下文資訊，自然語言生成答案
■
常用於開放域問答或複雜推理
■
T5, GPT, BART
範例問題：How did Steve Jobs 
start Apple?
範例回答：Steve Jobs started 
Apple in 1976 with Steve 
Wozniak.
模型行為 / 回答來源：模型基於 
context 產生完整句子作答"
c7_QA_system.pdf,5,"Question Answering (QA)
QA = 使用者輸入問題，系統自動從資料中找到正確答案。常見 QA 系統分類：
●
按知識來源
○
封閉式 QA（Closed-book）
■
依賴模型內部知識作答（不查資料）
■
早期ChatGPT、GPT-3
範例問題：Who is the CEO of 
Tesla?
範例回答：Elon Musk
模型行為 / 回答來源：從訓練過程
學得的參數生成回答"
c7_QA_system.pdf,6,"Question Answering (QA)
QA = 使用者輸入問題，系統自動從資料中找到正確答案。常見 QA 系統分類：
●
按知識來源
○
封閉式 QA（Closed-book）
■
依賴模型內部知識作答（不查資料）
■
早期ChatGPT、GPT-3
○
開放式 QA（Open-domain）
■
先查資料再回答（需要 retrieval 模組）
■
RAG
範例問題：Where was the first 
iPhone released?
範例回答：The first iPhone was 
released in the U.S. in 2007.
模型行為 / 回答來源：從 
Wikipedia 等文件中擷取資訊後生
成回答"
c7_QA_system.pdf,7,"Question Answering (QA)
QA = 使用者輸入問題，系統自動從資料中找到正確答案。常見 QA 系統分類：
●
其他常見QA任務類型
○
對話式問答（Conversational/Dialogue QA）
■
需根據上下文多輪對話理解和回答問題
■
CoQA、QuAC
○
多跳問答（Multi-hop QA）
■
需要跨多個文檔/段落推理，整合多個資訊點才能回答問題
■
HotpotQA
QA 系統是多任務技術的集合體
（理解、檢索、生成）"
c7_QA_system.pdf,8,"經典資料集與模型基準
SQuAD
●
抽取式QA
●
每題附一段文章，答案位於文章片段中
●
問題範例：When was Apple founded?
●
文章片段：""... Apple Inc. was founded in 1976 by ..."""
c7_QA_system.pdf,9,"經典資料集與模型基準
Natural Questions
●
抽取式 / 開放式QA
●
來自真實 Google 搜尋問題，答案在 Wikipedia 中
●
問題範例：Who won the NBA championship in 2020?
●
文章片段：""... The Los Angeles Lakers won the 2020 ..."""
c7_QA_system.pdf,10,"經典資料集與模型基準
TriviaQA
●
抽取式 / 開放式QA
●
問題來自線上問答網站，文章為相關網頁內容
●
問題範例：What is the capital of New Zealand?
●
文章片段：""... Wellington is the capital and second-most populous city ..."""
c7_QA_system.pdf,11,"經典資料集與模型基準
HotpotQA
●
多跳（multi-hop）QA
●
答案需要整合多段資訊推理得出
●
問題範例：Where was the founder of IKEA born?
●
文章片段：
○
Doc1: ""IKEA was founded by Ingvar Kamprad.""
○
Doc2: ""Kamprad was born in Småland, Sweden."""
c7_QA_system.pdf,12,"抽取式 QA 的模型架構
●
輸入格式：[CLS] 問題 [SEP] 文章 [SEP]
●
模型輸出：預測答案的開始與結束位置
●
常見模型：
○
BERT / RoBERTa
○
ALBERT（較少參數，提升效能）
○
XLNet（考慮排列組合）
●
模型學習的是位置分佈而非直接生成答案"
c7_QA_system.pdf,13,"範例
●
使用 BERT 預測答案區段（Answer Span）
●
Question：
○
When was Apple founded?
●
Context：
○
Apple Inc. is an American multinational technology company headquartered in Cupertino, 
California. It was founded in 1976 by Steve Jobs, Steve Wozniak, and Ronald Wayne.
●
輸入
○
[CLS] When was Apple founded? [SEP] Apple Inc. is an American multinational ... founded in 
1976 ... [SEP]
●
模型預測結果（舉例）：
○
預測 Start token = 第 34 個字（""founded""）
○
預測 End token = 第 36 個字（""1976""）
●
預測答案（經過一些精修）：
○
1976"
c7_QA_system.pdf,14,"QA System Evaluation
●
傳統指標
○
Exact Match (EM)
○
F1 Score
○
ROUGE
●
語意評估指標
○
BERTScore
○
Sentence Similarity
●
RAG評估指標
○
LLMs as judges (e.g. RAGAS)
●
人工評估"
c7_QA_system.pdf,15,RAG
c7_QA_system.pdf,16,"為什麼需要 RAG？
傳統 LLM 的限制：參考資料固定、生成幻覺（hallucination）嚴重
●
大型語言模型在訓練後無法即時取得外部知識
●
只能依賴訓練語料中學到的統計關聯來生成回答
●
當使用者詢問的是模型未見過、或知識已過時的問題，模型可能會憑空捏造答案
（hallucination）
範例：
●
問：「中興大學 2024 年的校長是誰？」
○
GPT-3.5 訓練資料止於 2021，因此可能會回答過時或錯誤的人選
●
問：「在民法中，債務人不履行契約的法律效果是什麼？」
○
如果模型只看過片段法條，可能會組出類似法律用語但不具備法律邏輯的內容"
c7_QA_system.pdf,17,"為什麼需要 RAG？
Fine-tuning 成本高、靈活性低
●
Fine-tuning 需重新訓練整個模型或模型的一部分，加入新的知識
●
缺點如下：
○
需要大量 GPU 資源與時間
○
需人工清洗與標註資料
○
每次更新都要重新訓練，不易維護
範例：
●
公司內部導入 LLM 想要回答「人資制度」相關問題，若走 Fine-tuning 路線：
○
必須蒐集內部文件（如職員手冊）
○
整理為 QA 對應格式
○
將其微調進模型
○
之後手冊更新又得重訓一次
非常不靈活"
c7_QA_system.pdf,18,"為什麼需要 RAG？
需要一種可以查資料的生成方式
●
RAG就是為了讓模型先查資料再回答
●
可即時更新知識，無需重新訓練模型
範例：
●
使用者問：「本公司員工休假規定是什麼？」
→ 系統將問題轉成 embedding
→ 從向量資料庫中找出《員工手冊》相關段落
→ 把這些段落餵給生成模型，產生符合政策的回答"
c7_QA_system.pdf,19,"RAG 是什麼？
●
Retrieval-Augmented Generation = 檢索 + 生成
●
Retriever（檢索器）：
○
根據使用者查詢，從外部資料庫中找出語意相似的文本片段（例如：FAQ、法條、PDF文件段落
等）
●
Generator（生成器）：
○
將檢索到的內容作為上下文，與使用者問題一起輸入到 LLM 中，產生回答。常見模型如 GPT、
LLaMA、T5 等。
●
輸入查詢 → 向量化 → 近似查找相關內容 → 回答生成"
c7_QA_system.pdf,20,"Example
使用者提問：「請問公司出差補助的標準是多少？」
●
Retriever：查詢被轉為向量，系統到「內部人資手冊」的向量資料庫中查找相似段
落
○
「每人每日補助上限為新台幣 1,200 元」
○
「國內交通費需憑票核銷，住宿補助另計」
●
Generator：將上述段落 + 原始提問一起輸入 LLM
○
「根據公司內部人資手冊，出差補助每日上限為 1,200 元，並需提供憑證。住宿與交通費用則另
行核銷。」"
c7_QA_system.pdf,21,Retrieval Augmented Generation
c7_QA_system.pdf,22,Retrieval Augmented Generation
c7_QA_system.pdf,23,"Vector Database
●
儲存高維度向量資料的資料庫
○
這些向量資料通常是來自於自然語言、圖像、影片等經過模型轉換後的 embeddings
●
不像傳統關聯式資料庫用主鍵查找資料，而是用向量之間的距離（如餘弦相似
度）來找出語意相似的內容
●
範例：FAISS, Qdrant, Weaviate"
c7_QA_system.pdf,24,"資料預處理
Garbage In, Garbage Out
預處理 往往是最耗時、但也最能拉開系統差距的關鍵階段
幾個重要步驟:
●
Data Parsing & Extraction
●
Data Cleaning
●
Chunking
●
Embedding
●
Metadata Attachment & Indexing"
c7_QA_system.pdf,25,"Data Parsing & Extraction
●
純文字提取
○
將 PDF、Word、HTML、Markdown 等檔案轉換為純文字
●
版面分析
○
識別文件中的標題層級、段落邊界、頁首頁尾，甚至把複雜的表格轉譯為 Markdown 格式，以保
留原始的邏輯結構
●
多模態處理
○
遇到圖片或圖表時，呼叫 OCR 或 VLM（視覺語言模型）提取文字與生成圖表摘要"
c7_QA_system.pdf,26,"版面分析
又稱文件理解（Document Understanding），目的是要告訴機器人類如何閱讀文件
由左至右，由上到下"
c7_QA_system.pdf,28,視為同一行
c7_QA_system.pdf,29,"版面分析
Block Detection / Segmentation
Element Classification
Reading Order Determination
Structured Output"
c7_QA_system.pdf,30,"Block Detection / Segmentation
●
掃描整個頁面，找出所有有內容的矩
形區域（Bounding Boxes）
●
這時系統還不知道這些區塊是什麼，
只知道那裡有墨水或像素"
c7_QA_system.pdf,31,"Element Classification
●
系統接著要判定這些矩形區塊的身
分
●
它會將區塊標記為：Title、
Paragraph、Table、Figure、Caption 
或是應當被過濾掉的雜訊（如 頁首/
頁尾、頁碼）"
c7_QA_system.pdf,32,"Reading Order Determination
●
機器需要判斷人類眼睛是怎麼移動
的。
●
例如：標題 → 摘要 →左欄文字 → 
右欄文字，而不是粗暴地由左至右、
由上至下（這樣會把左右兩欄的句子
硬拼在一起）"
c7_QA_system.pdf,33,"Structured Output
●
根據前面的分類與順序，將提取出的
內容轉換成 Markdown 或 HTML 等
結構化格式，保留原始文件的語意階
層
大型語言模型評估指南
楊小明
本文介紹了 RAG 系統...
隨著 AI 的發展，評估 這張表顯示了我
們
RAG 系統變得越來 在不同資料集上
的
越重要。傳統的檢索 測試結果。模型 
A
方法已經無法滿足 的準確率最高，達
複雜推理的需求。 到了 95%。
[圖片亂碼] 模型A 95% 模型B 80%
因此我們提出了新 綜合以上數據，我
的圖譜架構。 們認為...
Page 1
未經分析的範例"
c7_QA_system.pdf,34,"Structured Output
# 大型語言模型評估指南
**作者：** 楊小明
## 摘要
本文介紹了 RAG 系統...
## 1. 簡介 (左欄內文)
隨著 AI 的發展，評估 RAG 系統變得越來越重要。傳統的檢索方法已
經無法滿足複雜推理的需求。
![系統架構圖](image_001.png)
*圖 1：本研究提出的進階 RAG 系統架構*
因此我們提出了新的圖譜架構。
## 2. 實驗結果 (右欄內文)
這張表顯示了我們在不同資料集上的測試結果。模型 A 的準確率最高
，達到了 95%。
| 模型名稱 | 準確率 | 召回率 |
| :--- | :--- | :--- |
| 模型 A | 95% | 92% |
| 模型 B | 80% | 78% |
綜合以上數據，我們認為...
Markdown 結構化 (適合餵給LLM)
JSON 結構化 (適合Chunking階段)"
c7_QA_system.pdf,35,"版面分析工具
●
Rule-based
○
利用 PDF 檔案底層的字元座標 (X, Y)、字體大小與字型粗細來寫判斷規則。例如：字體最大且
置中的是標題、Y 座標間距小的是同一段落
○
e.g. PyMuPDF
○
速度極快、幾乎不耗算力；但遇到掃描檔（沒有底層文字座標）、複雜的雙欄或不規則排版時，規
則就會徹底失效
●
CV-based / Deep Learning
○
把 PDF 轉成圖片，把排版分析當作物件偵測任務來做
○
e.g. YOLO, LayoutLM, PaddleOCR
●
Vision-Language Model, VLM
○
直接使用VLM，如 ChatGPT 或 Gemini，將文件截圖丟給它，下 Prompt 請它將內容轉成
Markdown 格式
○
效果最好，但運算成本高且處理速度較慢"
c7_QA_system.pdf,36,"Data Cleaning
●
提取出來的文字通常夾雜大量雜訊
●
刪除多餘的空白、換行符號、特殊的亂碼字符
●
移除不具資訊價值的頁碼、浮水印、或是網頁抓取時殘留的 HTML 標籤、導覽列
文字
●
將特定的格式統一，例如日期格式統一、繁簡轉換、全半形標點符號統一等"
c7_QA_system.pdf,37,"Chunking
●
LLM 和 Embedding 模型都有 Context Window的長度限制
●
必須將長篇文章切分成多個較小的Chunks
●
切得太大，容易包含過多雜訊導致檢索不精準；切得太小，又會喪失上下文的語
意連貫性"
c7_QA_system.pdf,38,"常見策略
●
Fixed-size chunking
○
例如設定每 200 個 Token 切一塊，並設定一定的Overlap（例如 50 個 Token）以防止一個完整的
句子被硬生生從中間截斷
●
Recursive chunking
○
按照特定標點符號的優先順序（例如先依據段落 \n\n 切，若還是太大則依據句號 。 切，最後才
依據逗號 , 切），盡可能保持句子的完整性
●
Semantic chunking
○
利用小型的 Embedding 模型計算相鄰句子的語意相似度，如果兩句話的意思發生了明顯的轉
折（Cosine Similarity 低於某個閾值），就切斷
○
能確保同一個 Chunk 都在討論同一個主題"
